epoch (ms),time (-13:00),elapsed (s),w (number),x (number),y (number), z (number)
1595137414490,2020-07-19T01:43:34.490,16.700,0.679,0.219,-0.113,0.692
1595137414500,2020-07-19T01:43:34.500,16.710,0.677,0.223,-0.107,0.694
1595137414510,2020-07-19T01:43:34.510,16.720,0.673,0.230,-0.105,0.695
1595137414520,2020-07-19T01:43:34.520,16.730,0.668,0.235,-0.103,0.698
1595137414530,2020-07-19T01:43:34.530,16.740,0.663,0.232,-0.098,0.705
1595137414540,2020-07-19T01:43:34.540,16.750,0.657,0.227,-0.093,0.713
1595137414550,2020-07-19T01:43:34.550,16.760,0.650,0.225,-0.090,0.720
1595137414560,2020-07-19T01:43:34.560,16.770,0.644,0.226,-0.087,0.726
1595137414570,2020-07-19T01:43:34.570,16.780,0.637,0.229,-0.084,0.731
1595137414580,2020-07-19T01:43:34.580,16.790,0.633,0.233,-0.080,0.734
1595137414590,2020-07-19T01:43:34.590,16.800,0.632,0.246,-0.087,0.730
1595137414600,2020-07-19T01:43:34.600,16.810,0.635,0.267,-0.095,0.719
1595137414610,2020-07-19T01:43:34.610,16.820,0.638,0.282,-0.101,0.709
1595137414620,2020-07-19T01:43:34.620,16.830,0.632,0.289,-0.116,0.709
1595137414630,2020-07-19T01:43:34.630,16.840,0.620,0.291,-0.133,0.716
1595137414640,2020-07-19T01:43:34.640,16.850,0.607,0.287,-0.146,0.726
1595137414650,2020-07-19T01:43:34.650,16.860,0.598,0.287,-0.151,0.733
1595137414660,2020-07-19T01:43:34.660,16.870,0.600,0.295,-0.150,0.729
1595137414670,2020-07-19T01:43:34.670,16.880,0.609,0.307,-0.148,0.717
1595137414680,2020-07-19T01:43:34.680,16.890,0.614,0.312,-0.146,0.710
1595137414690,2020-07-19T01:43:34.690,16.900,0.608,0.311,-0.151,0.715
1595137414700,2020-07-19T01:43:34.700,16.910,0.603,0.310,-0.154,0.719
1595137414710,2020-07-19T01:43:34.710,16.920,0.604,0.313,-0.154,0.717
1595137414720,2020-07-19T01:43:34.720,16.930,0.603,0.315,-0.155,0.717
1595137414730,2020-07-19T01:43:34.730,16.940,0.602,0.316,-0.155,0.717
1595137414740,2020-07-19T01:43:34.740,16.950,0.601,0.318,-0.156,0.716
1595137414750,2020-07-19T01:43:34.750,16.960,0.601,0.321,-0.156,0.715
1595137414760,2020-07-19T01:43:34.760,16.970,0.601,0.323,-0.157,0.714
1595137414770,2020-07-19T01:43:34.770,16.980,0.601,0.324,-0.157,0.713
1595137414780,2020-07-19T01:43:34.780,16.990,0.600,0.325,-0.158,0.713
1595137414790,2020-07-19T01:43:34.790,17.000,0.600,0.326,-0.159,0.713
1595137414800,2020-07-19T01:43:34.800,17.010,0.599,0.327,-0.160,0.713
1595137414810,2020-07-19T01:43:34.810,17.020,0.600,0.329,-0.161,0.712
1595137414820,2020-07-19T01:43:34.820,17.030,0.599,0.331,-0.161,0.711
1595137414830,2020-07-19T01:43:34.830,17.040,0.599,0.332,-0.162,0.711
1595137414840,2020-07-19T01:43:34.840,17.050,0.599,0.333,-0.162,0.710
1595137414850,2020-07-19T01:43:34.850,17.060,0.599,0.335,-0.162,0.709
1595137414860,2020-07-19T01:43:34.860,17.070,0.599,0.336,-0.162,0.708
1595137414870,2020-07-19T01:43:34.870,17.080,0.600,0.338,-0.161,0.707
1595137414880,2020-07-19T01:43:34.880,17.090,0.601,0.340,-0.160,0.705
1595137414890,2020-07-19T01:43:34.890,17.100,0.602,0.340,-0.159,0.705
1595137414900,2020-07-19T01:43:34.900,17.110,0.602,0.341,-0.157,0.705
1595137414910,2020-07-19T01:43:34.910,17.120,0.603,0.342,-0.156,0.704
1595137414920,2020-07-19T01:43:34.920,17.130,0.603,0.342,-0.154,0.704
1595137414930,2020-07-19T01:43:34.930,17.140,0.603,0.342,-0.153,0.704
1595137414940,2020-07-19T01:43:34.940,17.150,0.604,0.343,-0.152,0.703
1595137414950,2020-07-19T01:43:34.950,17.160,0.606,0.344,-0.150,0.702
1595137414960,2020-07-19T01:43:34.960,17.170,0.610,0.323,-0.147,0.709
1595137414970,2020-07-19T01:43:34.970,17.180,0.609,0.323,-0.146,0.709
1595137414980,2020-07-19T01:43:34.980,17.190,0.610,0.324,-0.144,0.709
1595137414990,2020-07-19T01:43:34.990,17.200,0.610,0.325,-0.143,0.708
1595137415000,2020-07-19T01:43:35.000,17.210,0.610,0.326,-0.143,0.708
1595137415010,2020-07-19T01:43:35.010,17.220,0.610,0.328,-0.142,0.707
1595137415020,2020-07-19T01:43:35.020,17.230,0.610,0.330,-0.142,0.706
1595137415030,2020-07-19T01:43:35.030,17.240,0.610,0.332,-0.142,0.706
1595137415040,2020-07-19T01:43:35.040,17.250,0.609,0.334,-0.142,0.705
1595137415050,2020-07-19T01:43:35.050,17.260,0.609,0.335,-0.142,0.705
1595137415060,2020-07-19T01:43:35.060,17.270,0.587,0.342,-0.133,0.722
1595137415070,2020-07-19T01:43:35.070,17.280,0.585,0.344,-0.134,0.722
1595137415080,2020-07-19T01:43:35.080,17.290,0.584,0.347,-0.136,0.721
1595137415090,2020-07-19T01:43:35.090,17.300,0.582,0.351,-0.137,0.721
1595137415100,2020-07-19T01:43:35.100,17.310,0.560,0.358,-0.128,0.736
1595137415110,2020-07-19T01:43:35.110,17.320,0.558,0.362,-0.130,0.736
1595137415120,2020-07-19T01:43:35.120,17.330,0.555,0.365,-0.133,0.736
1595137415130,2020-07-19T01:43:35.130,17.340,0.551,0.368,-0.135,0.736
1595137415140,2020-07-19T01:43:35.140,17.350,0.530,0.375,-0.130,0.750
1595137415150,2020-07-19T01:43:35.150,17.360,0.526,0.378,-0.133,0.750
1595137415160,2020-07-19T01:43:35.160,17.370,0.522,0.382,-0.137,0.750
1595137415170,2020-07-19T01:43:35.170,17.380,0.519,0.386,-0.142,0.750
1595137415180,2020-07-19T01:43:35.180,17.390,0.499,0.393,-0.139,0.760
1595137415190,2020-07-19T01:43:35.190,17.400,0.495,0.398,-0.145,0.759
1595137415200,2020-07-19T01:43:35.200,17.410,0.490,0.404,-0.152,0.757
1595137415210,2020-07-19T01:43:35.210,17.420,0.486,0.411,-0.160,0.754
1595137415220,2020-07-19T01:43:35.220,17.430,0.467,0.423,-0.162,0.760
1595137415230,2020-07-19T01:43:35.230,17.440,0.463,0.431,-0.174,0.755
1595137415240,2020-07-19T01:43:35.240,17.450,0.459,0.442,-0.186,0.748
1595137415250,2020-07-19T01:43:35.250,17.460,0.455,0.455,-0.200,0.739
1595137415260,2020-07-19T01:43:35.260,17.470,0.450,0.472,-0.218,0.726
1595137415270,2020-07-19T01:43:35.270,17.480,0.446,0.489,-0.237,0.711
1595137415280,2020-07-19T01:43:35.280,17.490,0.440,0.510,-0.257,0.693
1595137415290,2020-07-19T01:43:35.290,17.500,0.432,0.535,-0.276,0.671
1595137415300,2020-07-19T01:43:35.300,17.510,0.421,0.558,-0.295,0.651
1595137415310,2020-07-19T01:43:35.310,17.520,0.405,0.574,-0.322,0.635
1595137415320,2020-07-19T01:43:35.320,17.530,0.386,0.583,-0.342,0.627
1595137415330,2020-07-19T01:43:35.330,17.540,0.377,0.597,-0.337,0.622
1595137415340,2020-07-19T01:43:35.340,17.550,0.371,0.623,-0.317,0.612
1595137415350,2020-07-19T01:43:35.350,17.560,0.367,0.641,-0.293,0.607
1595137415360,2020-07-19T01:43:35.360,17.570,0.368,0.649,-0.274,0.607
1595137415370,2020-07-19T01:43:35.370,17.580,0.366,0.649,-0.272,0.609
1595137415380,2020-07-19T01:43:35.380,17.590,0.356,0.643,-0.286,0.615
1595137415390,2020-07-19T01:43:35.390,17.600,0.347,0.633,-0.296,0.626
1595137415400,2020-07-19T01:43:35.400,17.610,0.342,0.630,-0.290,0.634
1595137415410,2020-07-19T01:43:35.410,17.620,0.336,0.629,-0.282,0.642
1595137415420,2020-07-19T01:43:35.420,17.630,0.332,0.622,-0.275,0.654
1595137415430,2020-07-19T01:43:35.430,17.640,0.328,0.615,-0.269,0.665
1595137415440,2020-07-19T01:43:35.440,17.650,0.325,0.607,-0.262,0.676
1595137415450,2020-07-19T01:43:35.450,17.660,0.324,0.598,-0.254,0.688
1595137415460,2020-07-19T01:43:35.460,17.670,0.324,0.588,-0.245,0.699
1595137415470,2020-07-19T01:43:35.470,17.680,0.326,0.578,-0.237,0.710
1595137415480,2020-07-19T01:43:35.480,17.690,0.328,0.567,-0.228,0.720
1595137415490,2020-07-19T01:43:35.490,17.700,0.331,0.556,-0.219,0.730
1595137415500,2020-07-19T01:43:35.500,17.710,0.335,0.545,-0.209,0.740
1595137415510,2020-07-19T01:43:35.510,17.720,0.338,0.533,-0.201,0.750
1595137415520,2020-07-19T01:43:35.520,17.730,0.342,0.520,-0.192,0.759
1595137415530,2020-07-19T01:43:35.530,17.740,0.346,0.508,-0.182,0.768
1595137415540,2020-07-19T01:43:35.540,17.750,0.351,0.494,-0.173,0.776
1595137415550,2020-07-19T01:43:35.550,17.760,0.355,0.480,-0.164,0.785
1595137415560,2020-07-19T01:43:35.560,17.770,0.358,0.465,-0.157,0.794
1595137415570,2020-07-19T01:43:35.570,17.780,0.359,0.450,-0.150,0.804
1595137415580,2020-07-19T01:43:35.580,17.790,0.359,0.435,-0.142,0.814
1595137415590,2020-07-19T01:43:35.590,17.800,0.358,0.419,-0.134,0.823
1595137415600,2020-07-19T01:43:35.600,17.810,0.355,0.403,-0.127,0.834
1595137415610,2020-07-19T01:43:35.610,17.820,0.351,0.387,-0.120,0.844
1595137415620,2020-07-19T01:43:35.620,17.830,0.347,0.372,-0.113,0.853
1595137415630,2020-07-19T01:43:35.630,17.840,0.343,0.357,-0.105,0.862
1595137415640,2020-07-19T01:43:35.640,17.850,0.338,0.343,-0.098,0.871
1595137415650,2020-07-19T01:43:35.650,17.860,0.334,0.329,-0.091,0.879
1595137415660,2020-07-19T01:43:35.660,17.870,0.329,0.317,-0.084,0.886
1595137415670,2020-07-19T01:43:35.670,17.880,0.325,0.304,-0.077,0.892
1595137415680,2020-07-19T01:43:35.680,17.890,0.322,0.293,-0.071,0.897
1595137415690,2020-07-19T01:43:35.690,17.900,0.320,0.285,-0.066,0.901
1595137415700,2020-07-19T01:43:35.700,17.910,0.320,0.279,-0.062,0.904
1595137415710,2020-07-19T01:43:35.710,17.920,0.320,0.273,-0.058,0.905
1595137415720,2020-07-19T01:43:35.720,17.930,0.319,0.267,-0.055,0.908
1595137415730,2020-07-19T01:43:35.730,17.940,0.318,0.260,-0.054,0.910
1595137415740,2020-07-19T01:43:35.740,17.950,0.317,0.254,-0.052,0.912
1595137415750,2020-07-19T01:43:35.750,17.960,0.315,0.250,-0.050,0.914
1595137415760,2020-07-19T01:43:35.760,17.970,0.314,0.247,-0.047,0.915
1595137415770,2020-07-19T01:43:35.770,17.980,0.312,0.246,-0.045,0.917
1595137415780,2020-07-19T01:43:35.780,17.990,0.308,0.245,-0.044,0.918
1595137415790,2020-07-19T01:43:35.790,18.000,0.305,0.243,-0.043,0.920
1595137415800,2020-07-19T01:43:35.800,18.010,0.302,0.240,-0.042,0.922
1595137415810,2020-07-19T01:43:35.810,18.020,0.298,0.240,-0.041,0.923
1595137415820,2020-07-19T01:43:35.820,18.030,0.295,0.240,-0.039,0.924
1595137415830,2020-07-19T01:43:35.830,18.040,0.291,0.240,-0.035,0.925
1595137415840,2020-07-19T01:43:35.840,18.050,0.288,0.242,-0.030,0.926
1595137415850,2020-07-19T01:43:35.850,18.060,0.284,0.252,-0.032,0.924
1595137415860,2020-07-19T01:43:35.860,18.070,0.284,0.265,-0.039,0.921
1595137415870,2020-07-19T01:43:35.870,18.080,0.291,0.280,-0.036,0.914
1595137415880,2020-07-19T01:43:35.880,18.090,0.293,0.295,-0.042,0.908
1595137415890,2020-07-19T01:43:35.890,18.100,0.283,0.304,-0.056,0.908
1595137415900,2020-07-19T01:43:35.900,18.110,0.255,0.302,-0.080,0.915
1595137415910,2020-07-19T01:43:35.910,18.120,0.229,0.295,-0.094,0.923
1595137415920,2020-07-19T01:43:35.920,18.130,0.239,0.304,-0.080,0.919
1595137415930,2020-07-19T01:43:35.930,18.140,0.252,0.323,-0.066,0.910
1595137415940,2020-07-19T01:43:35.940,18.150,0.269,0.329,-0.063,0.903
1595137415950,2020-07-19T01:43:35.950,18.160,0.270,0.325,-0.063,0.904
1595137415960,2020-07-19T01:43:35.960,18.170,0.262,0.328,-0.070,0.905
1595137415970,2020-07-19T01:43:35.970,18.180,0.255,0.333,-0.075,0.905
1595137415980,2020-07-19T01:43:35.980,18.190,0.252,0.331,-0.077,0.906
1595137415990,2020-07-19T01:43:35.990,18.200,0.251,0.334,-0.077,0.905
1595137416000,2020-07-19T01:43:36.000,18.210,0.252,0.338,-0.077,0.904
1595137416010,2020-07-19T01:43:36.010,18.220,0.251,0.339,-0.078,0.903
1595137416020,2020-07-19T01:43:36.020,18.230,0.250,0.341,-0.078,0.903
1595137416030,2020-07-19T01:43:36.030,18.240,0.250,0.343,-0.078,0.902
1595137416040,2020-07-19T01:43:36.040,18.250,0.250,0.345,-0.079,0.902
1595137416050,2020-07-19T01:43:36.050,18.260,0.249,0.346,-0.079,0.901
1595137416060,2020-07-19T01:43:36.060,18.270,0.252,0.341,-0.072,0.903
1595137416070,2020-07-19T01:43:36.070,18.280,0.251,0.342,-0.072,0.903
1595137416080,2020-07-19T01:43:36.080,18.290,0.251,0.344,-0.072,0.902
1595137416090,2020-07-19T01:43:36.090,18.300,0.250,0.346,-0.073,0.901
1595137416100,2020-07-19T01:43:36.100,18.310,0.250,0.348,-0.072,0.901
1595137416110,2020-07-19T01:43:36.110,18.320,0.250,0.350,-0.071,0.900
1595137416120,2020-07-19T01:43:36.120,18.330,0.251,0.352,-0.069,0.899
1595137416130,2020-07-19T01:43:36.130,18.340,0.245,0.351,-0.086,0.900
1595137416140,2020-07-19T01:43:36.140,18.350,0.245,0.352,-0.085,0.899
1595137416150,2020-07-19T01:43:36.150,18.360,0.246,0.354,-0.084,0.899
1595137416160,2020-07-19T01:43:36.160,18.370,0.247,0.356,-0.082,0.898
1595137416170,2020-07-19T01:43:36.170,18.380,0.248,0.357,-0.081,0.897
1595137416180,2020-07-19T01:43:36.180,18.390,0.248,0.358,-0.081,0.897
1595137416190,2020-07-19T01:43:36.190,18.400,0.249,0.359,-0.080,0.896
1595137416200,2020-07-19T01:43:36.200,18.410,0.250,0.360,-0.080,0.895
1595137416210,2020-07-19T01:43:36.210,18.420,0.250,0.361,-0.079,0.895
1595137416220,2020-07-19T01:43:36.220,18.430,0.250,0.362,-0.079,0.894
1595137416230,2020-07-19T01:43:36.230,18.440,0.251,0.363,-0.078,0.894
1595137416240,2020-07-19T01:43:36.240,18.450,0.251,0.364,-0.078,0.894
1595137416250,2020-07-19T01:43:36.250,18.460,0.251,0.365,-0.077,0.893
1595137416260,2020-07-19T01:43:36.260,18.470,0.252,0.366,-0.075,0.893
1595137416270,2020-07-19T01:43:36.270,18.480,0.253,0.367,-0.074,0.892
1595137416280,2020-07-19T01:43:36.280,18.490,0.254,0.368,-0.072,0.891
1595137416290,2020-07-19T01:43:36.290,18.500,0.255,0.369,-0.071,0.891
1595137416300,2020-07-19T01:43:36.300,18.510,0.255,0.370,-0.070,0.891
1595137416310,2020-07-19T01:43:36.310,18.520,0.255,0.371,-0.069,0.890
1595137416320,2020-07-19T01:43:36.320,18.530,0.255,0.372,-0.069,0.890
1595137416330,2020-07-19T01:43:36.330,18.540,0.255,0.373,-0.069,0.890
1595137416340,2020-07-19T01:43:36.340,18.550,0.254,0.374,-0.068,0.889
1595137416350,2020-07-19T01:43:36.350,18.560,0.254,0.374,-0.068,0.889
1595137416360,2020-07-19T01:43:36.360,18.570,0.253,0.376,-0.069,0.889
1595137416370,2020-07-19T01:43:36.370,18.580,0.238,0.378,-0.064,0.892
1595137416380,2020-07-19T01:43:36.380,18.590,0.237,0.380,-0.064,0.892
1595137416390,2020-07-19T01:43:36.390,18.600,0.235,0.384,-0.065,0.891
1595137416400,2020-07-19T01:43:36.400,18.610,0.232,0.388,-0.066,0.889
1595137416410,2020-07-19T01:43:36.410,18.620,0.218,0.395,-0.063,0.890
1595137416420,2020-07-19T01:43:36.420,18.630,0.215,0.401,-0.064,0.888
1595137416430,2020-07-19T01:43:36.430,18.640,0.213,0.406,-0.066,0.886
1595137416440,2020-07-19T01:43:36.440,18.650,0.210,0.412,-0.068,0.884
1595137416450,2020-07-19T01:43:36.450,18.660,0.197,0.418,-0.064,0.884
1595137416460,2020-07-19T01:43:36.460,18.670,0.194,0.424,-0.066,0.882
1595137416470,2020-07-19T01:43:36.470,18.680,0.191,0.430,-0.067,0.880
1595137416480,2020-07-19T01:43:36.480,18.690,0.188,0.435,-0.070,0.878
1595137416490,2020-07-19T01:43:36.490,18.700,0.178,0.442,-0.068,0.876
1595137416500,2020-07-19T01:43:36.500,18.710,0.176,0.450,-0.071,0.873
1595137416510,2020-07-19T01:43:36.510,18.720,0.174,0.458,-0.076,0.868
1595137416520,2020-07-19T01:43:36.520,18.730,0.173,0.467,-0.081,0.863
1595137416530,2020-07-19T01:43:36.530,18.740,0.172,0.479,-0.088,0.857
1595137416540,2020-07-19T01:43:36.540,18.750,0.171,0.492,-0.095,0.849
1595137416550,2020-07-19T01:43:36.550,18.760,0.171,0.506,-0.104,0.839
1595137416560,2020-07-19T01:43:36.560,18.770,0.171,0.522,-0.114,0.827
1595137416570,2020-07-19T01:43:36.570,18.780,0.171,0.540,-0.123,0.815
1595137416580,2020-07-19T01:43:36.580,18.790,0.171,0.558,-0.132,0.801
1595137416590,2020-07-19T01:43:36.590,18.800,0.169,0.576,-0.142,0.787
1595137416600,2020-07-19T01:43:36.600,18.810,0.167,0.594,-0.156,0.771
1595137416610,2020-07-19T01:43:36.610,18.820,0.161,0.622,-0.168,0.747
1595137416620,2020-07-19T01:43:36.620,18.830,0.146,0.654,-0.182,0.720
1595137416630,2020-07-19T01:43:36.630,18.840,0.136,0.676,-0.198,0.696
1595137416640,2020-07-19T01:43:36.640,18.850,0.135,0.684,-0.207,0.687
1595137416650,2020-07-19T01:43:36.650,18.860,0.140,0.681,-0.214,0.687
1595137416660,2020-07-19T01:43:36.660,18.870,0.138,0.691,-0.218,0.675
1595137416670,2020-07-19T01:43:36.670,18.880,0.128,0.714,-0.212,0.654
1595137416680,2020-07-19T01:43:36.680,18.890,0.128,0.721,-0.195,0.652
1595137416690,2020-07-19T01:43:36.690,18.900,0.137,0.712,-0.174,0.666
1595137416700,2020-07-19T01:43:36.700,18.910,0.148,0.709,-0.164,0.670
1595137416710,2020-07-19T01:43:36.710,18.920,0.155,0.702,-0.170,0.674
1595137416720,2020-07-19T01:43:36.720,18.930,0.157,0.690,-0.186,0.682
1595137416730,2020-07-19T01:43:36.730,18.940,0.154,0.676,-0.203,0.691
1595137416740,2020-07-19T01:43:36.740,18.950,0.147,0.663,-0.206,0.704
1595137416750,2020-07-19T01:43:36.750,18.960,0.146,0.650,-0.199,0.719
1595137416760,2020-07-19T01:43:36.760,18.970,0.149,0.636,-0.189,0.733
1595137416770,2020-07-19T01:43:36.770,18.980,0.152,0.623,-0.176,0.747
1595137416780,2020-07-19T01:43:36.780,18.990,0.157,0.611,-0.165,0.758
1595137416790,2020-07-19T01:43:36.790,19.000,0.169,0.597,-0.162,0.767
1595137416800,2020-07-19T01:43:36.800,19.010,0.184,0.580,-0.157,0.778
1595137416810,2020-07-19T01:43:36.810,19.020,0.191,0.564,-0.154,0.788
1595137416820,2020-07-19T01:43:36.820,19.030,0.192,0.550,-0.154,0.798
1595137416830,2020-07-19T01:43:36.830,19.040,0.211,0.526,-0.157,0.809
1595137416840,2020-07-19T01:43:36.840,19.050,0.223,0.513,-0.153,0.815
1595137416850,2020-07-19T01:43:36.850,19.060,0.235,0.494,-0.148,0.824
1595137416860,2020-07-19T01:43:36.860,19.070,0.247,0.473,-0.145,0.833
1595137416870,2020-07-19T01:43:36.870,19.080,0.258,0.454,-0.139,0.842
1595137416880,2020-07-19T01:43:36.880,19.090,0.266,0.433,-0.135,0.850
1595137416890,2020-07-19T01:43:36.890,19.100,0.273,0.414,-0.130,0.858
1595137416900,2020-07-19T01:43:36.900,19.110,0.277,0.394,-0.126,0.867
1595137416910,2020-07-19T01:43:36.910,19.120,0.282,0.373,-0.122,0.876
1595137416920,2020-07-19T01:43:36.920,19.130,0.287,0.352,-0.115,0.883
1595137416930,2020-07-19T01:43:36.930,19.140,0.292,0.333,-0.109,0.890
1595137416940,2020-07-19T01:43:36.940,19.150,0.295,0.314,-0.104,0.896
1595137416950,2020-07-19T01:43:36.950,19.160,0.298,0.297,-0.098,0.902
1595137416960,2020-07-19T01:43:36.960,19.170,0.301,0.283,-0.091,0.906
1595137416970,2020-07-19T01:43:36.970,19.180,0.305,0.272,-0.086,0.909
1595137416980,2020-07-19T01:43:36.980,19.190,0.308,0.266,-0.082,0.910
1595137416990,2020-07-19T01:43:36.990,19.200,0.310,0.261,-0.080,0.911
1595137417000,2020-07-19T01:43:37.000,19.210,0.312,0.256,-0.079,0.912
1595137417010,2020-07-19T01:43:37.010,19.220,0.315,0.252,-0.078,0.912
1595137417020,2020-07-19T01:43:37.020,19.230,0.318,0.251,-0.077,0.911
1595137417030,2020-07-19T01:43:37.030,19.240,0.320,0.251,-0.077,0.910
1595137417040,2020-07-19T01:43:37.040,19.250,0.326,0.250,-0.076,0.908
1595137417050,2020-07-19T01:43:37.050,19.260,0.333,0.249,-0.074,0.906
1595137417060,2020-07-19T01:43:37.060,19.270,0.336,0.246,-0.075,0.906
1595137417070,2020-07-19T01:43:37.070,19.280,0.336,0.246,-0.077,0.906
1595137417080,2020-07-19T01:43:37.080,19.290,0.335,0.246,-0.079,0.906
1595137417090,2020-07-19T01:43:37.090,19.300,0.335,0.242,-0.080,0.907
1595137417100,2020-07-19T01:43:37.100,19.310,0.334,0.236,-0.085,0.909
1595137417110,2020-07-19T01:43:37.110,19.320,0.332,0.239,-0.096,0.907
1595137417120,2020-07-19T01:43:37.120,19.330,0.333,0.260,-0.100,0.901
1595137417130,2020-07-19T01:43:37.130,19.340,0.333,0.276,-0.099,0.896
1595137417140,2020-07-19T01:43:37.140,19.350,0.327,0.289,-0.105,0.894
1595137417150,2020-07-19T01:43:37.150,19.360,0.324,0.292,-0.108,0.893
1595137417160,2020-07-19T01:43:37.160,19.370,0.325,0.298,-0.107,0.891
1595137417170,2020-07-19T01:43:37.170,19.380,0.328,0.307,-0.103,0.888
1595137417180,2020-07-19T01:43:37.180,19.390,0.325,0.310,-0.105,0.887
1595137417190,2020-07-19T01:43:37.190,19.400,0.323,0.315,-0.106,0.886
1595137417200,2020-07-19T01:43:37.200,19.410,0.323,0.320,-0.105,0.885
1595137417210,2020-07-19T01:43:37.210,19.420,0.322,0.322,-0.105,0.884
1595137417220,2020-07-19T01:43:37.220,19.430,0.321,0.324,-0.106,0.883
1595137417230,2020-07-19T01:43:37.230,19.440,0.321,0.327,-0.106,0.882
1595137417240,2020-07-19T01:43:37.240,19.450,0.320,0.330,-0.106,0.882
1595137417250,2020-07-19T01:43:37.250,19.460,0.320,0.332,-0.106,0.881
1595137417260,2020-07-19T01:43:37.260,19.470,0.319,0.333,-0.107,0.881
1595137417270,2020-07-19T01:43:37.270,19.480,0.319,0.335,-0.107,0.880
1595137417280,2020-07-19T01:43:37.280,19.490,0.318,0.337,-0.108,0.880
1595137417290,2020-07-19T01:43:37.290,19.500,0.318,0.338,-0.108,0.879
1595137417300,2020-07-19T01:43:37.300,19.510,0.318,0.339,-0.109,0.879
1595137417310,2020-07-19T01:43:37.310,19.520,0.318,0.340,-0.109,0.878
1595137417320,2020-07-19T01:43:37.320,19.530,0.317,0.341,-0.110,0.878
1595137417330,2020-07-19T01:43:37.330,19.540,0.325,0.357,-0.088,0.871
1595137417340,2020-07-19T01:43:37.340,19.550,0.325,0.358,-0.088,0.871
1595137417350,2020-07-19T01:43:37.350,19.560,0.324,0.358,-0.090,0.871
1595137417360,2020-07-19T01:43:37.360,19.570,0.323,0.359,-0.091,0.871
1595137417370,2020-07-19T01:43:37.370,19.580,0.323,0.359,-0.092,0.871
1595137417380,2020-07-19T01:43:37.380,19.590,0.322,0.359,-0.093,0.871
1595137417390,2020-07-19T01:43:37.390,19.600,0.322,0.360,-0.094,0.871
1595137417400,2020-07-19T01:43:37.400,19.610,0.322,0.360,-0.094,0.871
1595137417410,2020-07-19T01:43:37.410,19.620,0.321,0.359,-0.096,0.871
1595137417420,2020-07-19T01:43:37.420,19.630,0.320,0.358,-0.099,0.872
1595137417430,2020-07-19T01:43:37.430,19.640,0.319,0.357,-0.101,0.872
1595137417440,2020-07-19T01:43:37.440,19.650,0.318,0.356,-0.102,0.873
1595137417450,2020-07-19T01:43:37.450,19.660,0.318,0.355,-0.103,0.873
1595137417460,2020-07-19T01:43:37.460,19.670,0.318,0.354,-0.104,0.873
1595137417470,2020-07-19T01:43:37.470,19.680,0.318,0.354,-0.105,0.873
1595137417480,2020-07-19T01:43:37.480,19.690,0.318,0.353,-0.106,0.874
1595137417490,2020-07-19T01:43:37.490,19.700,0.318,0.352,-0.107,0.874
1595137417500,2020-07-19T01:43:37.500,19.710,0.318,0.351,-0.108,0.874
1595137417510,2020-07-19T01:43:37.510,19.720,0.318,0.351,-0.108,0.874
1595137417520,2020-07-19T01:43:37.520,19.730,0.318,0.349,-0.109,0.875
1595137417530,2020-07-19T01:43:37.530,19.740,0.301,0.350,-0.103,0.881
1595137417540,2020-07-19T01:43:37.540,19.750,0.301,0.350,-0.104,0.881
1595137417550,2020-07-19T01:43:37.550,19.760,0.301,0.350,-0.104,0.881
1595137417560,2020-07-19T01:43:37.560,19.770,0.301,0.350,-0.104,0.881
1595137417570,2020-07-19T01:43:37.570,19.780,0.285,0.352,-0.098,0.886
1595137417580,2020-07-19T01:43:37.580,19.790,0.286,0.353,-0.097,0.886
1595137417590,2020-07-19T01:43:37.590,19.800,0.286,0.352,-0.097,0.886
1595137417600,2020-07-19T01:43:37.600,19.810,0.286,0.352,-0.097,0.886
1595137417610,2020-07-19T01:43:37.610,19.820,0.270,0.355,-0.090,0.891
1595137417620,2020-07-19T01:43:37.620,19.830,0.270,0.356,-0.090,0.890
1595137417630,2020-07-19T01:43:37.630,19.840,0.269,0.356,-0.091,0.890
1595137417640,2020-07-19T01:43:37.640,19.850,0.254,0.358,-0.085,0.894
1595137417650,2020-07-19T01:43:37.650,19.860,0.253,0.360,-0.086,0.894
1595137417660,2020-07-19T01:43:37.660,19.870,0.252,0.363,-0.087,0.893
1595137417670,2020-07-19T01:43:37.670,19.880,0.251,0.367,-0.087,0.891
1595137417680,2020-07-19T01:43:37.680,19.890,0.236,0.374,-0.082,0.893
1595137417690,2020-07-19T01:43:37.690,19.900,0.235,0.379,-0.082,0.891
1595137417700,2020-07-19T01:43:37.700,19.910,0.235,0.384,-0.083,0.889
1595137417710,2020-07-19T01:43:37.710,19.920,0.234,0.389,-0.084,0.887
1595137417720,2020-07-19T01:43:37.720,19.930,0.220,0.397,-0.080,0.888
1595137417730,2020-07-19T01:43:37.730,19.940,0.218,0.404,-0.080,0.885
1595137417740,2020-07-19T01:43:37.740,19.950,0.216,0.411,-0.082,0.882
1595137417750,2020-07-19T01:43:37.750,19.960,0.213,0.416,-0.084,0.880
1595137417760,2020-07-19T01:43:37.760,19.970,0.201,0.422,-0.083,0.880
1595137417770,2020-07-19T01:43:37.770,19.980,0.199,0.428,-0.086,0.877
1595137417780,2020-07-19T01:43:37.780,19.990,0.198,0.436,-0.091,0.873
1595137417790,2020-07-19T01:43:37.790,20.000,0.196,0.444,-0.096,0.869
1595137417800,2020-07-19T01:43:37.800,20.010,0.188,0.455,-0.099,0.865
